
  ZVR, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  9.00000000000E+03     ; 1.00000000000E+08   ; Hz                  ; 2001      ; S11           ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  S                     ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reS11        ; imS11         
   4.88143481173E+04;  1.00095      ; 0.0821032    
   4.90422484011E+04;  1.00104      ; 0.0816507    
   4.92712126863E+04;  1.00111      ; 0.0811934    
   4.95012459405E+04;  1.00014      ; 0.0803213    
   4.97323531545E+04;  1.00006      ; 0.0799688    
   4.99645393422E+04;  1.00026      ; 0.0796182    
   5.01978095410E+04;  1.00114      ; 0.0795677    
   5.04321688120E+04;  1.00028      ; 0.078732     
   5.06676222396E+04;  1.00098      ; 0.0782679    
   5.09041749322E+04;  1.00133      ; 0.0775819    
   5.11418320219E+04;  1.00147      ; 0.0772444    
   5.13805986649E+04;  1.00164      ; 0.0766072    
   5.16204800412E+04;  1.0012       ; 0.0761928    
   5.18614813554E+04;  1.00194      ; 0.0760388    
   5.21036078361E+04;  1.00072      ; 0.0749821    
   5.23468647363E+04;  1.00146      ; 0.0748746    
   5.25912573337E+04;  1.00137      ; 0.074601     
   5.28367909305E+04;  1.00156      ; 0.0739955    
   5.30834708537E+04;  1.00221      ; 0.073112     
   5.33313024551E+04;  1.00213      ; 0.0727565    
   5.35802911117E+04;  1.00207      ; 0.0724306    
   5.38304422254E+04;  1.00176      ; 0.0720864    
   5.40817612234E+04;  1.00224      ; 0.0721268    
   5.43342535582E+04;  1.00187      ; 0.0709369    
   5.45879247078E+04;  1.00221      ; 0.0710218    
   5.48427801757E+04;  1.00211      ; 0.0703333    
   5.50988254911E+04;  1.00193      ; 0.0696159    
   5.53560662092E+04;  1.0022       ; 0.0695373    
   5.56145079109E+04;  1.00199      ; 0.0691245    
   5.58741562033E+04;  1.00236      ; 0.0687792    
   5.61350167196E+04;  1.00226      ; 0.0677823    
   5.63970951193E+04;  1.00258      ; 0.0675426    
   5.66603970884E+04;  1.00219      ; 0.0671582    
   5.69249283393E+04;  1.00297      ; 0.0664461    
   5.71906946113E+04;  1.00243      ; 0.0663615    
   5.74577016703E+04;  1.00241      ; 0.0660411    
   5.77259553092E+04;  1.00254      ; 0.06537      
   5.79954613480E+04;  1.00279      ; 0.0652513    
   5.82662256336E+04;  1.00294      ; 0.0641534    
   5.85382540405E+04;  1.00271      ; 0.0637297    
   5.88115524706E+04;  1.00338      ; 0.0632293    
   5.90861268531E+04;  1.00344      ; 0.0629406    
   5.93619831452E+04;  1.00201      ; 0.0632297    
   5.96391273318E+04;  1.00303      ; 0.0624072    
   5.99175654256E+04;  1.00292      ; 0.061515     
   6.01973034675E+04;  1.00271      ; 0.0615119    
   6.04783475267E+04;  1.00326      ; 0.0608699    
   6.07607037005E+04;  1.00297      ; 0.0603029    
   6.10443781148E+04;  1.00332      ; 0.0602296    
   6.13293769242E+04;  1.00359      ; 0.059624     
   6.16157063117E+04;  1.00298      ; 0.0592214    
   6.19033724897E+04;  1.00316      ; 0.0585529    
   6.21923816990E+04;  1.00364      ; 0.0584596    
   6.24827402100E+04;  1.00331      ; 0.0579054    
   6.27744543222E+04;  1.00286      ; 0.0573001    
   6.30675303644E+04;  1.00378      ; 0.0567723    
   6.33619746952E+04;  1.00357      ; 0.0563394    
   6.36577937027E+04;  1.00373      ; 0.0558968    
   6.39549938048E+04;  1.00367      ; 0.0557187    
   6.42535814495E+04;  1.00369      ; 0.0552951    
   6.45535631149E+04;  1.00383      ; 0.0548648    
   6.48549453092E+04;  1.00386      ; 0.0542195    
   6.51577345711E+04;  1.00279      ; 0.0529903    
   6.54619374698E+04;  1.00404      ; 0.0534015    
   6.57675606052E+04;  1.00355      ; 0.0531942    
   6.60746106079E+04;  1.00387      ; 0.0525145    
   6.63830941396E+04;  1.00387      ; 0.051959     
   6.66930178930E+04;  1.00418      ; 0.0519938    
   6.70043885922E+04;  1.00403      ; 0.0513079    
   6.73172129924E+04;  1.00329      ; 0.0506767    
   6.76314978806E+04;  1.00413      ; 0.0499389    
   6.79472500754E+04;  1.00383      ; 0.0503547    
   6.82644764272E+04;  1.00441      ; 0.0494003    
   6.85831838185E+04;  1.00431      ; 0.0494554    
   6.89033791638E+04;  1.00413      ; 0.0487276    
   6.92250694099E+04;  1.00422      ; 0.0488489    
   6.95482615362E+04;  1.00334      ; 0.0481724    
   6.98729625544E+04;  1.00427      ; 0.0474434    
   7.01991795091E+04;  1.00393      ; 0.0472243    
   7.05269194779E+04;  1.00458      ; 0.046401     
