
  ZVR, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  9.00000000000E+03     ; 1.00000000000E+08   ; Hz                  ; 2001      ; S11           ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  S                     ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reS11        ; imS11         
   5.45879247078E+04; -0.627646     ; 0.276839     
   5.48427801757E+04; -0.626987     ; 0.278034     
   5.50988254911E+04; -0.626542     ; 0.279129     
   5.53560662092E+04; -0.625577     ; 0.280655     
   5.56145079109E+04; -0.62511      ; 0.281624     
   5.58741562033E+04; -0.624535     ; 0.282097     
   5.61350167196E+04; -0.624102     ; 0.284157     
   5.63970951193E+04; -0.623764     ; 0.28489      
   5.66603970884E+04; -0.623277     ; 0.286327     
   5.69249283393E+04; -0.622017     ; 0.287269     
   5.71906946113E+04; -0.621444     ; 0.288967     
   5.74577016703E+04; -0.620642     ; 0.289415     
   5.77259553092E+04; -0.621493     ; 0.291725     
   5.79954613480E+04; -0.620445     ; 0.292515     
   5.82662256336E+04; -0.619891     ; 0.293831     
   5.85382540405E+04; -0.619308     ; 0.295181     
   5.88115524706E+04; -0.618739     ; 0.296244     
   5.90861268531E+04; -0.617514     ; 0.297237     
   5.93619831452E+04; -0.617177     ; 0.298949     
   5.96391273318E+04; -0.616355     ; 0.300711     
   5.99175654256E+04; -0.616108     ; 0.301471     
   6.01973034675E+04; -0.61578      ; 0.302948     
   6.04783475267E+04; -0.614688     ; 0.304312     
   6.07607037005E+04; -0.613679     ; 0.305487     
   6.10443781148E+04; -0.612824     ; 0.306587     
   6.13293769242E+04; -0.612686     ; 0.307608     
   6.16157063117E+04; -0.612033     ; 0.30964      
   6.19033724897E+04; -0.611297     ; 0.310733     
   6.21923816990E+04; -0.610836     ; 0.312156     
   6.24827402100E+04; -0.6098       ; 0.313425     
   6.27744543222E+04; -0.60972      ; 0.31461      
   6.30675303644E+04; -0.608511     ; 0.316089     
   6.33619746952E+04; -0.607569     ; 0.317353     
   6.36577937027E+04; -0.606798     ; 0.318985     
   6.39549938048E+04; -0.606484     ; 0.320447     
   6.42535814495E+04; -0.605806     ; 0.32157      
   6.45535631149E+04; -0.604738     ; 0.323139     
   6.48549453092E+04; -0.604445     ; 0.324271     
   6.51577345711E+04; -0.603293     ; 0.325422     
   6.54619374698E+04; -0.602317     ; 0.326951     
   6.57675606052E+04; -0.601813     ; 0.328438     
   6.60746106079E+04; -0.601299     ; 0.330331     
   6.63830941396E+04; -0.600808     ; 0.33132      
   6.66930178930E+04; -0.599702     ; 0.333077     
   6.70043885922E+04; -0.599589     ; 0.334458     
   6.73172129924E+04; -0.598084     ; 0.335284     
   6.76314978806E+04; -0.59759      ; 0.336882     
   6.79472500754E+04; -0.596129     ; 0.338402     
   6.82644764272E+04; -0.595598     ; 0.339641     
   6.85831838185E+04; -0.594561     ; 0.341042     
   6.89033791638E+04; -0.594047     ; 0.342981     
   6.92250694099E+04; -0.593552     ; 0.344066     
   6.95482615362E+04; -0.591902     ; 0.345473     
   6.98729625544E+04; -0.59133      ; 0.346945     
   7.01991795091E+04; -0.59121      ; 0.348795     
   7.05269194779E+04; -0.589854     ; 0.349168     
   7.08561895712E+04; -0.588813     ; 0.351249     
   7.11869969328E+04; -0.587408     ; 0.353117     
   7.15193487397E+04; -0.587594     ; 0.354271     
   7.18532522024E+04; -0.585666     ; 0.355929     
   7.21887145654E+04; -0.584956     ; 0.357215     
   7.25257431065E+04; -0.585149     ; 0.35852      
   7.28643451378E+04; -0.583515     ; 0.360274     
   7.32045280056E+04; -0.583179     ; 0.361514     
   7.35462990902E+04; -0.58174      ; 0.363042     
   7.38896658067E+04; -0.58139      ; 0.364605     
   7.42346356045E+04; -0.579905     ; 0.365865     
   7.45812159681E+04; -0.57932      ; 0.367394     
